condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,flange_load_n,moment_about_tool_nm,inertia_about_tool_kgm2,airborne,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
B-ur20-jaw_geh6180-tilt0-truth,B,truth,ur20,jaw_geh6180,0.0,12,655.0,9.0,0.48268194937591763,-24.456209583760256,success,0.0,0.0,0.0,0.0,success,success,success,2.125683856684107,success,nan,nan,nan,1.0,0.751420428643182,86.51530030326455,4.993749972744932,24.235593159204978,1.4134128317574655,-0.2277146572505871,0.2906680086081914,-0.21657848786787007,0.7603012222953165,4.003999999999559,0,,nan,cut,-0.10712869778423117,-0.1098119043037582,1.5440225549943623,6.53343817667809e-08,0.0064133400051422365,True,,8.42611133097671
B-ur20-jaw_geh6180-tilt0-truth,B,truth,ur20,jaw_geh6180,0.0,13,777.7990124502887,14.04976422798892,0.5625833962730592,31.750890841805617,success,0.0,0.0,0.0,0.0,success,success,success,4.0322396343712805,success,nan,nan,nan,1.0,0.7885520664063073,112.15755685045329,4.513758761351849,-30.242462913159923,12.183038570545476,2.8387798903832637,5.749357999968257,2.9873000769924025,0.8063931166666498,4.105999999999549,0,,nan,cut,5.737264211900294,5.736797207673838,2.989500451513751,4.88813596773514e-08,0.005797617079744427,True,,9.586272154003382
B-ur20-jaw_geh6180-tilt0-truth,B,truth,ur20,jaw_geh6180,0.0,14,674.0780539077622,9.183354375620448,0.5561697157048568,9.12018670508955,success,0.0,0.0,0.0,0.0,success,success,success,1.740532530955988,success,nan,nan,nan,1.0,0.7661685323864944,102.94208569422052,5.004055192837087,-8.629463321962765,0.39954614135376515,0.07540053357052702,0.31306125139310415,0.13925765487417838,0.7496390754600158,3.99999999999956,0,,nan,cut,1.2999660228216192,1.2958767731987564,2.926483414330267,3.200355542688436e-08,0.0068962643808471395,True,,8.365358380018733
B-ur20-jaw_geh6180-tilt0-truth,B,truth,ur20,jaw_geh6180,0.0,15,798.7099670858473,14.576243535966583,0.5848874329224438,9.088838469686026,success,0.0,0.0,0.0,0.0,success,success,success,0.6760985579764439,success,nan,nan,nan,1.0,0.771484366793419,102.50013163526887,4.957547447593691,-9.012272416035458,5.39621581448329,1.355534246304029,1.4534695272681863,1.3531538943365493,0.7370806143944952,3.99999999999956,0,,nan,cut,-9.368135747863493,115.10127246094292,0.9323515258921505,-42.777161415198265,62.8365326170198,False,cut offset -9.4 / +115.1 mm,11.116518370981794
B-ur20-jaw_geh6180-tilt0-truth,B,truth,ur20,jaw_geh6180,0.0,16,745.0666802088937,11.211859465565851,0.4735195229922926,13.75976135602893,success,0.0,0.0,0.0,0.0,success,success,success,4.2565470459448065,success,nan,nan,nan,1.0,0.786148915756704,107.32831751958055,4.983180624942851,-12.961834498840991,3.8886599804575925,-0.8369552936344381,1.6644033132050817,-0.8520184071486574,0.7774498836154528,3.99999999999956,0,,nan,cut,2.679422115031471,2.6775998821093605,1.7052203985306105,1.7424070878117763e-08,0.0059861375941784225,True,,8.69163644197397
B-ur20-jaw_geh6180-tilt0-truth,B,truth,ur20,jaw_geh6180,0.0,17,711.8835922043452,10.092179175588702,0.45915290988116475,20.203570427175766,success,0.0,0.0,0.0,0.0,success,success,success,4.3150468925615915,success,nan,nan,nan,1.0,0.7846267708498451,108.88682468305225,4.97225383123312,-19.466286161273466,4.893637136015919,-1.2330924494693971,3.472698518042244,-1.114975666698824,0.781420736973556,3.99999999999956,0,,nan,cut,3.9087615803818365,3.8188618613551606,-0.013633194807143078,-0.41678985547595526,0.23745743475797773,True,,9.370148570975289
B-ur20-jaw_geh6180-tilt0-truth,B,truth,ur20,jaw_geh6180,0.0,18,708.3157658469476,12.370518856145932,0.5003708585656533,-5.822706778753045,success,0.0,0.0,0.0,0.0,success,success,success,2.075359590902201,success,nan,nan,nan,1.0,0.7633679582124746,110.41217256754848,4.979150304952107,4.012801504334155,0.6372615107297895,0.10178275138583232,0.8336062418912993,0.15519288561473787,0.7310561704415869,3.99999999999956,0,,nan,cut,1.542878219442101,1.7161443992393943,-0.08329762473040424,-0.3148191751190661,0.14376241794193628,True,,9.405914003029466
B-ur20-jaw_geh6180-tilt0-truth,B,truth,ur20,jaw_geh6180,0.0,19,748.1451303704207,12.340706427625943,0.4165332031590194,-11.807740312381712,success,0.0,0.0,0.0,0.0,success,success,success,0.693432176920004,success,nan,nan,nan,1.0,0.7758656591600663,90.63053619520753,5.02929379874506,9.390263737269418,0.29303287107790577,0.23477150876393998,0.7916328470966849,0.18699890543687253,0.7261249336066415,3.99999999999956,0,,nan,cut,0.7789133424845884,0.7788452357211373,0.3171586775864445,4.7691768615390413e-08,0.005804815644738486,True,,9.015134544984903
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,0,739.072601589707,12.662037231169066,0.5486925729809109,6.302671433466314,success,0.0,0.0,0.0,0.0,success,success,success,2.8274110266325074,success,nan,nan,nan,1.0,0.7773813852483183,116.22585182368806,4.803054942809415,-6.166213661960256,0.7090929088484241,0.07905735443243293,-0.2953049945112751,0.010989187547632123,0.7680435008246078,3.99999999999956,0,,nan,cut,0.9777022567508675,1.0264855812662788,-0.4417689892247439,-0.32083454164953906,0.05562226421643378,True,,9.93411766999634
B-ur20-jaw_geh6180-tilt15-truth,B,truth,ur20,jaw_geh6180,14.999999999999998,1,670.5767402524795,9.877711684764781,0.4383430907123549,10.29629429485645,success,0.0,0.0,0.0,0.0,success,success,success,3.92237703463716,success,nan,nan,nan,1.0,0.7837834371276821,84.61172429189682,4.530016608544241,-6.52712559135947,1.303793551112775,-0.20773912067038794,0.5830455430738957,-0.32094281326079926,0.8098314486732909,3.99999999999956,0,,nan,cut,0.4111615378842859,0.4082517975045885,3.675865353501466,-4.694498709840151e-11,0.0062178763495814695,True,,9.131564227980562
