condition,approach,pose_source,arm,gripper,tilt_deg,leg,length_mm,mass_kg,arrival_y_m,arrival_heading_deg,estimate,estimate_hock_error_mm,estimate_heading_error_deg,estimate_cog_error_mm,estimate_length_error_mm,select,acquire,re_estimate,grasp_shift_mm,orient,meet_error_mm,opening_mm,tool_rise_mm,turn_deg,slip_mm,slip_deg,hock_offset_mm,heading_error_deg,released_at_x_m,cycle_s,arm_collisions,collision,collision_at_s,cut,entry_offset_mm,exit_offset_mm,cut_angle_deg,cut_drift_deg,cut_slip_mm,success,failure,wall_s
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,0,739.072601589707,12.662037231169066,0.5486925729809109,6.302671433466314,success,0.0,0.0,0.0,0.0,success,success,success,10.51719627037893,success,0.7520231353235861,113.8620425673143,6.636582553970705,-4.900647513909893,1.682982163910519,-0.19444835976225328,0.08568174426284991,-0.32529684469351133,0.6834772704779449,3.879999999999573,0,,nan,cut,1.4363043744766713,1.4935169241223067,-0.450679030249374,-0.31806821836329685,0.06464518811542368,True,,6.733007320028264
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,1,670.5767402524795,9.877711684764781,0.4383430907123549,10.29629429485645,success,0.0,0.0,0.0,0.0,success,success,success,8.689008889775408,success,0.7497632205833757,83.1671459644493,5.6070362972374665,-7.173494696948521,5.314827204027436,-1.371911947084597,0.22627890213142154,-1.4630427304810636,0.697982777075769,3.8499999999995764,0,,nan,cut,-0.7317837894252333,-0.7339618789807822,1.2562493958046408,3.710692080213601e-08,0.006134955506677875,True,,6.244648966996465
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,2,766.0335345701482,12.609797647775201,0.44922027922805596,7.335634195234141,success,0.0,0.0,0.0,0.0,success,success,success,14.769450005272928,success,0.7591996293467234,112.81875059763033,7.087852696251229,-6.6386173104960875,7.035393876819031,-1.4772414231199558,1.075370960517602,-1.6575347001048473,0.671591517755332,3.8499999999995764,0,,nan,cut,0.9274179868988819,0.927001818530504,-1.3419206188051236,2.1582709735224938e-08,0.005823287727615627,True,,7.3331205260474235
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,3,688.0296481603631,10.587203446789722,0.4818817041034545,24.414221727094894,success,0.0,0.0,0.0,0.0,success,success,success,2.8797738815983696,success,0.7229514697616028,95.80417099347439,5.331093938212184,-23.32667105745436,5.09908593481939,1.5689638614264938,3.5282703697239457,1.586838406329098,0.6272479582967112,3.863999999999575,0,,nan,cut,9.455694534425408,9.454126085113534,9.79761991451935,1.1727799221366409e-08,0.005290611202683813,False,cut angle +9.8 deg,6.7769970499794
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,4,704.0223489718616,11.437274193031755,0.5361667119720577,-16.157818144239414,success,0.0,0.0,0.0,0.0,success,success,success,14.532453713317809,success,0.779767306581158,113.31441695962725,6.714383446231209,13.978635252017082,0.46196045113939893,0.08031267097297805,1.0425958355720077,0.08627087365342714,0.6184988808948015,3.8579999999995755,0,,nan,cut,1.053021158623768,1.0521902551405282,1.1861735390175994,2.1455156770279526e-08,0.0058643437846936175,True,,7.415737567003816
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,5,738.3697215483043,12.838512036803047,0.41995379975583214,18.378443247388965,success,0.0,0.0,0.0,0.0,success,success,success,9.18411431107773,success,0.7378086481776847,111.10401650535579,6.538316289978807,-17.495401804381643,5.1390852151813196,0.1838421600939221,5.089578621407492,0.056312760190271094,0.6499082319785542,3.8499999999995764,0,,nan,cut,5.05218590065043,5.050488167410716,0.06351860876934567,2.3038564112899323e-08,0.006075410070514804,True,,7.048134535027202
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,6,681.7651988534541,10.110690098001319,0.48783221735211885,27.647187080797202,success,0.0,0.0,0.0,0.0,success,success,success,13.73391017761064,success,0.7195833963250085,87.0833014826343,5.231745713997982,-29.199711665441356,2.532209251421361,0.030112994807146198,3.016161367215525,-0.0339895213004135,0.6588766742596576,3.9859999999995614,0,,nan,cut,3.0190586235554484,3.0175267451407195,-0.020323584241657547,8.36267440729382e-08,0.006040075299855686,True,,6.685312190966215
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,7,716.6316527736255,10.975950979816595,0.5853960867243859,-17.114680819723187,success,0.0,0.0,0.0,0.0,success,slipped,,nan,,0.7915988329890512,129.94323151639526,6.446291053770148,nan,nan,nan,nan,nan,nan,nan,0,,nan,trotter_not_over_blade,nan,nan,nan,nan,nan,False,grasp: slipped,7.6315793610410765
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,8,772.7633863764064,14.982142633261514,0.48887983299172755,-0.5385640075664259,success,0.0,0.0,0.0,0.0,success,success,success,13.647070882006382,success,0.7667199653870241,120.97313420886934,5.697418659874387,2.8196793285041304,3.6186262513664262,-0.7353753352987048,0.76294069627178,-0.9190684304819802,0.6933100406646013,3.8499999999995764,0,,nan,cut,0.7469276922641988,0.7460759041695297,-0.9186639905823678,1.0686892729654482e-08,0.005897665743258208,True,,7.292918285005726
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,9,701.9755038785561,10.159767764339778,0.5231654154686722,-30.641426519461287,success,0.0,0.0,0.0,0.0,success,success,success,10.29165964438062,success,0.8035830734117723,86.41683525702283,5.746378877391267,33.236941597118545,1.5651133567156394,0.16853219288684954,1.280197602500116,0.23353045565927827,0.6920118074428954,4.003999999999559,0,,nan,cut,1.9587726519559312,1.2743348952661826,8.718137668834034,-0.7611905057333224,0.3555747784271067,False,cut angle +8.7 deg,6.876884345023427
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,10,740.960452494745,11.20849080369745,0.4038333707553584,-24.610271103808394,success,0.0,0.0,0.0,0.0,success,success,success,12.086154834616208,success,0.8112595708991728,91.40721358344365,5.515020413199956,22.965190245161427,0.6256294791111793,0.3574250017132877,0.2913605256278651,0.18964620494387596,0.5950370737591315,3.8499999999995764,0,,nan,cut,6.214487471477403,6.205878637434159,12.590804604590218,-0.0200678181783251,0.01599911867846561,False,cut angle +12.6 deg,7.406361557019409
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,11,677.9637845272142,10.310214757940436,0.4778003061193643,-1.6459251073559775,success,0.0,0.0,0.0,0.0,success,success,success,7.836373599455082,success,0.7659176913897642,87.04177658051796,4.681521760509733,3.68311796395251,1.3826414970653742,-0.19434797728204098,-0.19336600703004359,-0.3672299139591168,0.6719376073658313,3.8499999999995764,0,,nan,cut,-0.19408187412256472,-0.19585532716692722,-0.3673420318584951,6.303140573302679e-08,0.006033694754119276,True,,7.630809838999994
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,12,655.0,9.0,0.48268194937591763,-24.456209583760256,success,0.0,0.0,0.0,0.0,success,success,success,6.279526761933218,success,0.7999214119468533,84.094454587223,4.4717519356561874,24.675718439362974,2.2752304545274855,-0.5144307816351971,0.18812932098702384,-0.6957705440945494,0.6104870476901415,3.861999999999575,0,,nan,cut,-0.23669903527329117,-0.23934128344160754,1.816699898650454,6.699452953275504e-08,0.006353182243256271,True,,6.661078454984818
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,13,777.7990124502887,14.04976422798892,0.5625833962730592,31.750890841805617,success,0.0,0.0,0.0,0.0,success,success,success,14.485127425779018,success,0.7219703501900556,109.51164367522657,5.26817577823302,-32.05001805060557,4.619740020006517,-0.7163584851123543,2.0778337605260324,-0.4776387871245956,0.6999307733186272,4.08799999999955,0,,nan,cut,2.0449174389967073,2.043737258750511,-0.47284346700885316,1.4104424179324483e-08,0.005957472461573747,True,,7.634856185992248
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,14,674.0780539077622,9.183354375620448,0.5561697157048568,9.12018670508955,success,0.0,0.0,0.0,0.0,success,success,success,1.7297177852107353,success,0.7521914841218119,101.92279292785301,6.7012992919273096,-7.933355449523136,1.9523445456505457,-0.3504376376995738,-0.3527679550332785,-0.3043990520006788,0.6781509665688245,3.989999999999561,0,,nan,cut,0.003005928149724113,-0.0010654148607236458,3.1137398021325056,2.639387119078117e-08,0.006869588676158926,True,,7.152384801011067
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,15,798.7099670858473,14.576243535966583,0.5848874329224438,9.088838469686026,success,0.0,0.0,0.0,0.0,success,slipped,,nan,,0.7484067722397209,109.63953331428601,7.294223497764873,nan,nan,nan,nan,nan,nan,nan,0,,nan,trotter_not_over_blade,nan,nan,nan,nan,nan,False,grasp: slipped,7.3524555879994296
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,16,745.0666802088937,11.211859465565851,0.4735195229922926,13.75976135602893,success,0.0,0.0,0.0,0.0,success,success,success,13.065808682819412,success,0.7455591382302261,104.3017451600199,6.162460228220423,-12.30746870989862,7.063284835638126,-1.5729877730590394,1.1892088451629645,-1.7844248491035393,0.679719061493047,3.8499999999995764,0,,nan,cut,2.7769629737056656,2.775289935407932,1.793354082545396,2.3173572298018086e-08,0.0059491879235259665,True,,6.951965199026745
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,17,711.8835922043452,10.092179175588702,0.45915290988116475,20.203570427175766,success,0.0,0.0,0.0,0.0,success,success,success,9.396929272162483,success,0.7297370517290387,106.58916678588987,5.9828241783892455,-18.87060393185175,7.340899327173768,-2.075613088842744,1.5638622142173098,-2.0586377596529077,0.655212171356403,3.8499999999995764,0,,nan,cut,1.9912137984961498,1.9087629088923586,-0.7937665605266092,-0.416576701675015,0.3131352070861691,True,,5.691701125993859
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,18,708.3157658469476,12.370518856145932,0.5003708585656533,-5.822706778753045,success,0.0,0.0,0.0,0.0,success,success,success,1.7319332164419712,success,0.7682253989738053,109.73910545814071,7.0501687794845,3.441189936404771,0.6962493473115929,0.089484322487688,0.6770323575673032,0.0014478297197691955,0.6208223461807338,3.8499999999995764,0,,nan,cut,1.3424847189250078,1.341961118237034,-0.15450380092074517,1.967898236952559e-08,0.005880495115099451,True,,5.775876151979901
B-ur20-jaw_geh6180-tilt30-truth,B,truth,ur20,jaw_geh6180,29.999999999999996,19,748.1451303704207,12.340706427625943,0.4165332031590194,-11.807740312381712,success,0.0,0.0,0.0,0.0,success,success,success,10.207599080927618,success,0.7920059015503377,87.00916410999896,7.28023770671038,8.93513302487575,1.3958720294553622,-0.0992114003616751,0.6475557547704069,-0.2735660446784599,0.6408688847781855,3.8499999999995764,0,,nan,cut,0.6472468505880347,0.6470810068238686,-0.27377648302827456,2.870018044584145e-08,0.005810625170425728,True,,6.0621711279964074
